name,battery,camera,display,processor,memory,warranty,reviews,price,price_range,rating,rating_category
"Samsung Galaxy A50s (Prism Crush White, 128 GB)",4000 mAh Li-ion Battery,48MP + 8MP + 5MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Exynos 9611 Processor,6 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,915,26900,High Mid Range,4.3,High Rating
"POCO M2 Pro (Green and Greener, 128 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",1721,16999,Low Mid Range,4.5,High Rating
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm® Snapdragon™ 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,1,14999,Low Mid Range,4.8,High Rating
"Redmi Note 9 Pro (Interstellar Black, 128 GB)",5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm® Snapdragon™ 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,1,14999,Low Mid Range,4.8,High Rating
"POCO M2 Pro (Green and Greener, 64 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",421,13999,Low Mid Range,4.5,High Rating
"POCO M2 Pro (Green and Greener, 64 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",1721,14999,Low Mid Range,4.5,High Rating
"POCO M2 Pro (Out of the Blue, 64 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",421,13999,Low Mid Range,4.5,High Rating
"POCO M2 Pro (Two Shades of Black, 128 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",1721,16999,Low Mid Range,4.5,High Rating
"POCO M2 Pro (Out of the Blue, 128 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",1721,16999,Low Mid Range,4.5,High Rating
"Redmi Note 9 Pro (Glacier White, 64 GB)",5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm® Snapdragon™ 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,107,12999,Low Mid Range,4.2,High Rating
"Redmi Note 9 Pro (Interstellar Black, 64 GB)",5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm® Snapdragon™ 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,107,16995,Low Mid Range,4.2,High Rating
"Redmi Note 9 Pro (Aurora Blue, 64 GB)",5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm® Snapdragon™ 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,107,12999,Low Mid Range,4.2,High Rating
"Samsung Galaxy A31 (Prism Crush Black, 128 GB)",5000 mAh Lithium-ion Battery,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,MediaTek (MT6768) Octa Core Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,360,20999,Low Mid Range,4.3,High Rating
"Samsung Galaxy A31 (Prism Crush Blue, 128 GB)",5000 mAh Lithium-ion Battery,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,MediaTek (MT6768) Octa Core Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,360,20999,Low Mid Range,4.3,High Rating
"Samsung Galaxy A31 (Prism Crush White, 128 GB)",5000 mAh Lithium-ion Battery,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,MediaTek (MT6768) Octa Core Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,360,20999,Low Mid Range,4.3,High Rating
"OnePlus 7T Pro (Haze Blue, 256 GB)",4085 mAh Battery,48MP +8MP+16MP | 16MP Dual Front Camera,16.94 cm (6.67 inch) Quad HD+ Display,"Qualcomm® Snapdragon™ 855 Plus (Octa-core, 7nm, up to 2.96 GHz) , with Qualcomm AI Engine Processor",8 GB RAM | 256 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,42,45470,High Mid Range,4.5,High Rating
"Redmi Note 9 (Pebble Grey, 128 GB)",5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G85 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,35,15864,Low Mid Range,4.4,High Rating
"Redmi Note 9 (Aqua Green, 128 GB)",5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G85 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,35,15891,Low Mid Range,4.4,High Rating
"Redmi Note 9 (Arctic White, 64 GB)",5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G85 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,35,14498,Low Mid Range,4.4,High Rating
"Vivo V17 (Admiral Blue, 128 GB)",4500 mAh Battery,48MP Rear Camera,16.36 cm (6.44 inch) Full HD Display,Qualcomm Snapdragon Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,680,23990,Low Mid Range,4.5,High Rating
"Redmi Note 9 (Aqua Green, 64 GB)",5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G85 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,35,13999,Low Mid Range,4.4,High Rating
"Redmi Note 9 (Pebble Grey, 64 GB)",5020 mAh Battery,48MP Rear Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G85 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,35,14498,Low Mid Range,4.4,High Rating
"Samsung Galaxy M30s (Blue, 64 GB)",6000 mAh Battery,48MP Rear Camera | 16MP Front Camera,16.26 cm (6.4 inch) Full HD Display,Exynos 9611 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty,299,14082,Low Mid Range,4.3,High Rating
"Samsung Galaxy M30s (White, 64 GB)",6000 mAh Battery,48MP Rear Camera | 16MP Front Camera,16.26 cm (6.4 inch) Full HD Display,Exynos 9611 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty,299,14399,Low Mid Range,4.3,High Rating
"Kenxinda P8 (Gold, 8 GB)",4000 mAh Battery,5MP Rear Camera,12.7 cm (5 inch) Full HD Display,ARM Mali T400 Processor,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,34,3199,Low Range,3.4,Mid Rating
"Mobiistar C1 (Gold, 16 GB)",3000 mAh Battery,5MP Rear Camera,13.56 cm (5.34 inch) Display,MTK MT6739 Processor,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,1 Year on Handset & 6 Months on Accessories,141,3990,Low Range,4,High Rating
"Lava A55 (Black & Silver, 8 GB)",1550 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,10.16 cm (4 inch) WVGA Display,SC7731C Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,1 Year on Handset and 6 Months on Accessories,15,3499,Low Range,3.5,Mid Rating
"Lava A68 (Silver, 8 GB)",1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,SC7731C Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,183,2999,Low Range,3.5,Mid Rating
"Lava A68 (Gold, 8 GB)",1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,SC7731C Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,183,2999,Low Range,3.5,Mid Rating
"Lava A68 (Black, 8 GB)",1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,Spreadtrum SC7731C Quad Core 1.2GHz Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,183,2999,Low Range,3.5,Mid Rating
"Micromax Canvas Xpress A99 (Silver, 8 GB)",1950 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,ARM 7 MTK6582V/X Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,1 Year for Mobile & 6 Months for Accessories,96,6999,Low Range,3.8,High Rating
"Micromax Bolt Q381 (Black, 8 GB)",2000 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,12.7 cm (5 inch) FWVGA Display,Spreadtrum SC7731G Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,1 Year Manufacturer Warranty,675,3449,Low Range,3.7,High Rating
"Itel A25 (Gradation Purple, 16 GB)",3020 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,Cortex A53 architecture (Quad core) Processor,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories(T&C Apply).,3,3790,Low Range,4.5,High Rating
"Itel A25 (Gradation Blue, 16 GB)",3020 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,Cortex A53 architecture (Quad core) Processor,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories(T&C Apply).,3,3750,Low Range,4.5,High Rating
"Itel A25 (Gradation Sea Blue, 16 GB)",3020 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,Cortex A53 architecture (Quad core) Processor,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,100 Days replacement with 1 year warranty for handset and 6 months warranty for accessories(T&C Apply).,3,3999,Low Range,4.5,High Rating
"Lava Z41 (Midnight Blue, 16 GB)",2500 mAh Li-ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) Display,UniSoC SC9832E Processor,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,14,3690,Low Range,4,High Rating
"Coolpad Mega 5M (Black, 16 GB)",2000 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,"Quad Core, SC9850K Processor Processor",1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,1 Year,71,2850,Low Range,3.7,High Rating
"Micromax Vdeo 3 (Champagne, 8 GB)",2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,Snapdragon 210�Quad Core 1.1GHz Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,283,5749,Low Range,4,High Rating
"Lava A82 (BLUEM/Blue, 8 GB)",2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) FWVGA Display,Spreadtrum SC7731C Quad Core 1.2GHz Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,172,2999,Low Range,3.6,High Rating
"Lava A82 (White/WHITEM, 8 GB)",2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) FWVGA Display,SC7731C Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,172,2999,Low Range,3.6,High Rating
"Micromax Vdeo 2 (Grey, 8 GB)",1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,11.43 cm (4.5 inch) WVGA Display,Spreadtrum SC9832 Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1314,3550,Low Range,3.8,High Rating
"Lava A82 (Gold/GoldM, 8 GB)",2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) FWVGA Display,SC7731C Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,172,3749,Low Range,3.6,High Rating
"Samsung Galaxy J1 (4G) (White, 8 GB)",2050 mAh Battery,5MP Rear Camera | 2MP Front Camera,11.43 cm (4.5 inch) WVGA Display,0 0 Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year,261,5896,Low Range,4,High Rating
"Micromax Vdeo 2 (Champagne, 8 GB)",1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,11.43 cm (4.5 inch) WVGA Display,Spreadtrum SC9832 Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1314,3199,Low Range,3.8,High Rating
"Micromax Bharat Go (Jet Black, 8 GB)",2000 mAh Li-ion Battery,5MP Rear Camera | 5MP Front Camera,11.43 cm (4.5 inch) Display,MT6737 Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,17,3666,Low Range,3.9,High Rating
"Ringme Me8 pro (Blue, 16 GB)",2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,Quad Core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3 Month,1,5499,Low Range,3.4,Mid Rating
"Ringme Me8 pro (Gold, 16 GB)",2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,Quad Core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3 Month,1,5499,Low Range,3.4,Mid Rating
"Karbonn Aura Power 4G+ (Champagne, 16 GB)",4000 mAh Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) Display,Mediatek Processor,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,1 YearManufacturer Warranty,53,3599,Low Range,4,High Rating
"Ringme ME 10 Pro (Black, 16 GB)",2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,Quad Core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3 Month,0,5499,Low Range,4.3,High Rating
"Ringme ME 10 Pro (Blue, 16 GB)",2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,Quad Core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3 Month,0,5498,Low Range,4.3,High Rating
"XOLO ERA 2-4G with VoLTE (Pyramid Gold, 8 GB)",2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,0 32-bit Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1929,3999,Low Range,3.9,High Rating
"XOLO ERA 2-4G with VoLTE (Black, 8 GB)",2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,0 32-bit Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1929,4099,Low Range,3.9,High Rating
"XOLO ERA 2-4G with VoLTE (Nile Blue, 8 GB)",2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,32-bit Processor,1 GB RAM | 8 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,1929,4099,Low Range,3.9,High Rating
"Micromax Bharat 5 Infinity Edition (Rose Gold, 16 GB)",5000 mAh Polymer Battery,5MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,MT6739 Processor,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,360,6999,Low Range,3.9,High Rating
"Panasonic P110 (Blue, 16 GB)",2300 mAh Lithium Polymer Battery,5MP Rear Camera | 5MP Front Camera,13.56 cm (5.34 inch) FWVGA+ Display,MT6739WW Processor,1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,1269,4499,Low Range,4,High Rating
"Samsung Galaxy A2 Core (Dark Gray, 16 GB)",2600 mAh Lithium-ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) Quad HD Display,Exynos 7870 Processor,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,259,5280,Low Range,4.2,High Rating
"Samsung Galaxy S20+ (Cosmic Gray, 128 GB)",4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,Exynos 990 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,50,77999,High Range,4.5,High Rating
"Samsung Galaxy S20+ (Cosmic Black, 128 GB)",4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,Exynos 990 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,50,77999,High Range,4.5,High Rating
"Samsung Galaxy S20+ (Cloud Blue, 128 GB)",4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,Exynos 990 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,50,77899,High Range,4.5,High Rating
"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm SM7150 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,206,30999,High Mid Range,4.4,High Rating
"Samsung Galaxy A71 (Prism Crush Blue, 128 GB)",4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm SM7150 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,206,34990,High Mid Range,4.4,High Rating
"Samsung Galaxy A71 (Prism Crush Silver, 128 GB)",4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm SM7150 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,206,33999,High Mid Range,4.4,High Rating
"Samsung Galaxy A71 (Haze Crush Silver, 128 GB)",4500 mAh Lithium-ion Battery,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,Qualcomm SM7150 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,206,30999,High Mid Range,4.4,High Rating
"Realme X3 (Arctic White, 128 GB)",4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,8 GB RAM | 128 GB ROM,120 Hz Smooth Display,468,25999,High Mid Range,4.4,High Rating
"Realme X3 (Glacier Blue, 128 GB)",4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,8 GB RAM | 128 GB ROM,120 Hz Smooth Display,468,25999,High Mid Range,4.4,High Rating
"Realme X3 (Glacier Blue, 128 GB)",4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,6 GB RAM | 128 GB ROM,120 Hz Smooth Display,101,24999,Low Mid Range,4.4,High Rating
"Realme 6 Pro (Lightning Orange, 128 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,3991,18999,Low Mid Range,4.4,High Rating
"Realme 6 Pro (Lightning Orange, 128 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,2036,19999,Low Mid Range,4.4,High Rating
"Realme 6 Pro (Lightning Red, 128 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,2036,19999,Low Mid Range,4.4,High Rating
"Realme X3 (Arctic White, 128 GB)",4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,6 GB RAM | 128 GB ROM,120 Hz Smooth Display,101,24999,Low Mid Range,4.4,High Rating
"Realme 6 Pro (Lightning Blue, 64 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,3991,17999,Low Mid Range,4.4,High Rating
"Realme 6 Pro (Lightning Red, 128 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,3991,18999,Low Mid Range,4.4,High Rating
"Realme 6 Pro (Lightning Blue, 128 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,3991,18999,Low Mid Range,4.4,High Rating
"Realme 6 Pro (Lightning Red, 64 GB)",4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,Snapdragon 720G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,3991,17999,Low Mid Range,4.4,High Rating
"Realme X50 Pro (Rust Red, 128 GB)",4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.36 cm (6.44 inch) Full HD+ Display,5G Phone,8 GB RAM | 128 GB ROM,Qualcomm Snapdragon 865 Processor,17,41999,High Mid Range,4.3,High Rating
"Asus ROG Phone 3 (Black, 128 GB)",6000 mAh Lithium Polymer Battery,64MP + 13MP + 5MP | 24MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,Qualcomm Snapdragon 865+ (SM8250) Processor,8 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,205,49999,High Mid Range,4.5,High Rating
"Realme X2 Pro (Neptune Blue, 256 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,12 GB RAM | 256 GB ROM,90 Hz Ultra Smooth Display,955,35999,High Mid Range,4.6,High Rating
"Realme X2 Pro (Lunar White, 128 GB)",4000 mAh Battery,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 855 Plus Processor,8 GB RAM | 128 GB ROM,90 Hz Ultra Smooth Display,2254,31999,High Mid Range,4.5,High Rating
